id,ident,name,type,latitude_deg,longitude_deg,iso_country,country_name,iso_region,iata_code
3,AGGH,Honiara International Airport,large_airport,-9.428,160.054993,SB,Solomon Islands,SB-GU,HIR
4,AGGM,Munda Airport,medium_airport,-8.32797,157.263,SB,Solomon Islands,SB-WE,MUA
8,ANYN,Nauru International Airport,medium_airport,-0.547893,166.919525,NR,Nauru,NR-14,INU
53,AYBK,Buka Airport,medium_airport,-5.422299,154.672698,PG,Papua New Guinea,PG-NSB,BUA
54,AYCH,Chimbu Airport,medium_airport,-6.024290084838867,144.9709930419922,PG,Papua New Guinea,PG-CPK,CMU
55,AYDU,Daru Airport,medium_airport,-9.08676,143.207993,PG,Papua New Guinea,PG-WPD,DAU
56,AYGA,Goroka Airport,medium_airport,-6.081689834590001,145.391998291,PG,Papua New Guinea,PG-EHG,GKA
57,AYGN,Gurney Airport,medium_airport,-10.3114995956,150.333999634,PG,Papua New Guinea,PG-MBA,GUR
58,AYGR,Girua Airport,medium_airport,-8.80453968048,148.309005737,PG,Papua New Guinea,PG-NPP,PNP
59,AYHK,Hoskins Airport,medium_airport,-5.463846,150.407327,PG,Papua New Guinea,PG-WBK,HKN
60,AYKM,Kerema Airport,medium_airport,-7.96361017227,145.770996094,PG,Papua New Guinea,PG-GPK,KMA
61,AYKV,Kavieng Airport,medium_airport,-2.57940006256,150.807998657,PG,Papua New Guinea,PG-NIK,KVG
62,AYMD,Madang Airport,medium_airport,-5.20707988739,145.789001465,PG,Papua New Guinea,PG-MPM,MAG
63,AYMH,Mount Hagen Kagamuga Airport,medium_airport,-5.828212,144.299412,PG,Papua New Guinea,PG-WHM,HGU
64,AYMN,Mendi Airport,medium_airport,-6.14774,143.656998,PG,Papua New Guinea,PG-SHM,MDU
65,AYMO,Momote Airport,medium_airport,-2.06189,147.423996,PG,Papua New Guinea,PG-MRL,MAS
66,AYNZ,Nadzab Tomodachi International Airport,large_airport,-6.567995,146.726544,PG,Papua New Guinea,PG-MPL,LAE
67,AYPY,Port Moresby Jacksons International Airport,large_airport,-9.44338035583496,147.22000122070312,PG,Papua New Guinea,PG-NCD,POM
68,AYTK,Tokua Airport,medium_airport,-4.34046,152.380005,PG,Papua New Guinea,PG-EBR,RAB
69,AYVN,Vanimo Airport,medium_airport,-2.6926,141.3028,PG,Papua New Guinea,PG-SAN,VAI
70,AYWD,Wapenamanda Airport,medium_airport,-5.635293,143.892231,PG,Papua New Guinea,PG-EPW,WBM
71,AYWK,Wewak International Airport,medium_airport,-3.58383011818,143.669006348,PG,Papua New Guinea,PG-ESW,WWK
111,BG-JAM,Bezmer Air Base,medium_airport,42.454899,26.3522,BG,Bulgaria,BG-28,JAM
113,BGBW,Narsarsuaq Airport,medium_airport,61.1605,-45.425999,GL,Greenland,GL-KU,UAK
114,BGGH,Nuuk International Airport,large_airport,64.191066,-51.67914,GL,Greenland,GL-SE,GOH
115,BGSF,Kangerlussuaq International Airport,large_airport,67.010446,-50.715294,GL,Greenland,GL-QA,SFJ
116,BGTL,Pituffik Space Base,large_airport,76.53063,-68.700541,GL,Greenland,GL-AV,THU
117,BIAR,Akureyri International Airport,large_airport,65.656573,-18.072018,IS,Iceland,IS-6,AEY
118,BIBD,Bildudalur Airport,medium_airport,65.641296,-23.5462,IS,Iceland,IS-4,BIU
119,BIEG,Egilsstaðir Airport,medium_airport,65.2833023071289,-14.401399612426758,IS,Iceland,IS-7,EGS
120,BIHN,Hornafjörður Airport,medium_airport,64.295601,-15.2272,IS,Iceland,IS-8,HFN
121,BIHU,Húsavík Airport,medium_airport,65.952301,-17.426001,IS,Iceland,IS-6,HZK
122,BIIS,Ísafjörður Airport,medium_airport,66.058098,-23.1353,IS,Iceland,IS-4,IFJ
123,BIKF,Keflavik International Airport,large_airport,63.985001,-22.6056,IS,Iceland,IS-2,KEF
125,BIRK,Reykjavík Domestic Airport,medium_airport,64.128732,-21.93759,IS,Iceland,IS-1,RKV
126,BISI,Siglufjörður Airport,medium_airport,66.137847,-18.908157,IS,Iceland,IS-6,SIJ
128,BIVM,Vestmannaeyjar Airport,medium_airport,63.42430114746094,-20.278900146484375,IS,Iceland,IS-8,VEY
275,SBAC,Aracati Dragão do Mar Regional Airport,medium_airport,-4.568896,-37.805135,BR,Brazil,BR-CE,ARX
329,SDIY,João Durval Carneiro Airport,medium_airport,-12.200694,-38.906164,BR,Brazil,BR-BA,FEC
346,SNLN,Linhares Municipal Airport,medium_airport,-19.355202,-40.07128,BR,Brazil,BR-ES,LHN
517,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,medium_airport,-25.184476,-50.143822,BR,Brazil,BR-PR,PGZ
538,SWGN,Araguaína Airport,medium_airport,-7.22787,-48.240501,BR,Brazil,BR-TO,AUX
575,SBRD,Maestro Marinho Franco Airport,medium_airport,-16.584292,-54.724803,BR,Brazil,BR-MT,ROO
624,CAJ4,Anahim Lake Airport,medium_airport,52.451501,-125.303776,CA,Canada,CA-BC,YAA
643,CAT4,Qualicum Beach Airport,medium_airport,49.337456,-124.393086,CA,Canada,CA-BC,XQU
657,CAZ5,Cache Creek-Ashcroft Regional Airport,medium_airport,50.775258,-121.321314,CA,Canada,CA-BC,YZA
664,CBBC,Bella Bella (Campbell Island) Airport,medium_airport,52.185001,-128.156994,CA,Canada,CA-BC,ZEL
1293,CYLS,Barrie-Lake Simcoe Regional Airport,medium_airport,44.485056,-79.554663,CA,Canada,CA-ON,YLK
1340,CYKM,Kincardine Municipal Airport,medium_airport,44.201401,-81.606697,CA,Canada,CA-ON,YKD
1649,LYUZ,Ponikve Airport,medium_airport,43.898899,19.697701,RS,Serbia,RS-16,UZC
1654,CYAG,Fort Frances Municipal Airport,medium_airport,48.655749,-93.44349,CA,Canada,CA-ON,YAG
1655,CYAH,La Grande-4 Airport,medium_airport,53.754699707,-73.6753005981,CA,Canada,CA-QC,YAH
1657,CYAM,Sault Ste Marie Airport,medium_airport,46.483216,-84.508467,CA,Canada,CA-ON,YAM
1658,CYAQ,Kasabonika Airport,medium_airport,53.52470016479492,-88.6427993774414,CA,Canada,CA-ON,XKS
1665,CYAY,St. Anthony Airport,medium_airport,51.391909,-56.08321,CA,Canada,CA-NL,YAY
1666,CYAZ,Tofino / Long Beach Airport,medium_airport,49.079833,-125.775583,CA,Canada,CA-BC,YAZ
1669,CYBC,Baie-Comeau Airport,medium_airport,49.1325,-68.204399,CA,Canada,CA-QC,YBC
1670,CYBD,Bella Coola Airport,medium_airport,52.387501,-126.596001,CA,Canada,CA-BC,QBC
1672,CYBF,Bonnyville Airport,medium_airport,54.304199,-110.744003,CA,Canada,CA-AB,YBY
1673,CYBG,Saguenay-Bagotville Airport,medium_airport,48.330123,-70.992012,CA,Canada,CA-QC,YBG
1674,CYBK,Baker Lake Airport,medium_airport,64.29889678960001,-96.077796936,CA,Canada,CA-NU,YBK
1675,CYBL,Campbell River Airport,medium_airport,49.950802,-125.271004,CA,Canada,CA-BC,YBL
1678,CYBR,Brandon Municipal Airport,medium_airport,49.91,-99.951897,CA,Canada,CA-MB,YBR
1683,CYBX,Lourdes-de-Blanc-Sablon Airport,medium_airport,51.4436,-57.185299,CA,Canada,CA-QC,YBX
1685,CYCB,Cambridge Bay Airport,medium_airport,69.1081008911,-105.138000488,CA,Canada,CA-NU,YCB
1686,CYCC,Cornwall Regional Airport,medium_airport,45.092637,-74.567724,CA,Canada,CA-ON,YCC
1687,CYCD,Nanaimo Airport,medium_airport,49.05497,-123.869863,CA,Canada,CA-BC,YCD
1688,CYCE,Centralia / James T. Field Memorial Aerodrome,medium_airport,43.285599,-81.508301,CA,Canada,CA-ON,YCE
1689,CYCG,Castlegar/West Kootenay Regional Airport,medium_airport,49.296398,-117.632004,CA,Canada,CA-BC,YCG
1690,CYCH,Miramichi Airport,medium_airport,47.007801,-65.449203,CA,Canada,CA-NB,YCH
1691,CYCL,Charlo Airport,medium_airport,47.990799,-66.330299,CA,Canada,CA-NB,YCL
1692,CYCN,Cochrane Airport,medium_airport,49.10559844970703,-81.01360321044922,CA,Canada,CA-ON,YCN
1695,CYCQ,Chetwynd Airport,medium_airport,55.687198638916016,-121.6269989013672,CA,Canada,CA-BC,YCQ
1703,CYDA,Dawson City Airport,medium_airport,64.04309844970703,-139.1280059814453,CA,Canada,CA-YT,YDA
1704,CYDB,Burwash Airport,medium_airport,61.371101,-139.041,CA,Canada,CA-YT,YDB
1706,CYDF,Deer Lake Airport,medium_airport,49.208159,-57.396147,CA,Canada,CA-NL,YDF
1709,CYDM,Ross River Airport,medium_airport,61.9706001282,-132.42300415,CA,Canada,CA-YT,XRR
1710,CYDN,Dauphin Barker Airport,medium_airport,51.1008,-100.052002,CA,Canada,CA-MB,YDN
1711,CYDO,Dolbeau-Saint-Felicien Airport,medium_airport,48.7785,-72.375,CA,Canada,CA-QC,YDO
1713,CYDQ,Dawson Creek Airport,medium_airport,55.741245,-120.183263,CA,Canada,CA-BC,YDQ
1717,CYEG,Edmonton International Airport,large_airport,53.3097,-113.580002,CA,Canada,CA-AB,YEG
1719,CYEL,Elliot Lake Municipal Airport,medium_airport,46.351398468,-82.5614013672,CA,Canada,CA-ON,YEL
1720,CYEM,Manitoulin East Municipal Airport,medium_airport,45.842435,-81.857595,CA,Canada,CA-ON,YEM
1721,CYEN,Estevan Airport,medium_airport,49.2103004456,-102.966003418,CA,Canada,CA-SK,YEN
1724,CYET,Edson Airport,medium_airport,53.578899383499994,-116.464996338,CA,Canada,CA-AB,YET
1726,CYEV,Inuvik Mike Zubko Airport,medium_airport,68.30419921880001,-133.483001709,CA,Canada,CA-NT,YEV
1727,CYEY,Amos/Magny Airport,medium_airport,48.563903,-78.249702,CA,Canada,CA-QC,YEY
1729,CYFB,Iqaluit Airport,medium_airport,63.756402,-68.555801,CA,Canada,CA-NU,YFB
1730,CYFC,Fredericton International Airport,medium_airport,45.868697,-66.529891,CA,Canada,CA-NB,YFC
1732,CYFE,Forestville Airport,medium_airport,48.74610137939453,-69.09719848632812,CA,Canada,CA-QC,YFE
1734,CYFJ,Mont-Tremblant International Airport,medium_airport,46.409401,-74.779999,CA,Canada,CA-QC,YTM
1736,CYFR,Fort Resolution Airport,medium_airport,61.1808013916,-113.690002441,CA,Canada,CA-NT,YFR
1737,CYFS,Fort Simpson Airport,medium_airport,61.76020050048828,-121.23699951171876,CA,Canada,CA-NT,YFS
1743,CYGK,Kingston Norman Rogers Airport,medium_airport,44.2253,-76.596901,CA,Canada,CA-ON,YGK
1744,CYGL,La Grande Rivière Airport,medium_airport,53.625301361083984,-77.7042007446289,CA,Canada,CA-QC,YGL
1745,CYGM,Gimli Industrial Park Airport,medium_airport,50.62810134887695,-97.04329681396484,CA,Canada,CA-MB,YGM
1747,CYGP,Michel-Pouliot Gaspé Airport,medium_airport,48.774915,-64.481893,CA,Canada,CA-QC,YGP
1748,CYGQ,Geraldton Greenstone Regional Airport,medium_airport,49.77830123901367,-86.93939971923828,CA,Canada,CA-ON,YGQ
1749,CYGR,Îles-de-la-Madeleine Airport,medium_airport,47.425242,-61.778612,CA,Canada,CA-QC,YGR
1751,CYGV,Havre-Saint-Pierre Airport,medium_airport,50.281898,-63.611401,CA,Canada,CA-QC,YGV
1752,CYGW,Kuujjuarapik Airport,medium_airport,55.28189849853515,-77.76529693603516,CA,Canada,CA-QC,YGW
1757,CYHD,Dryden Regional Airport,medium_airport,49.831699,-92.744202,CA,Canada,CA-ON,YHD
1759,CYHF,Hearst René Fontaine Municipal Airport,medium_airport,49.71419906616211,-83.68609619140625,CA,Canada,CA-ON,YHF
1763,CYHM,John C. Munro Hamilton International Airport,medium_airport,43.17348,-79.931185,CA,Canada,CA-ON,YHM
1764,CYHN,Hornepayne Municipal Airport,medium_airport,49.19309997558594,-84.75890350341797,CA,Canada,CA-ON,YHN
1767,CYHT,Haines Junction Airport,medium_airport,60.7892,-137.546005,CA,Canada,CA-YT,YHT
1768,CYHU,Montréal / Saint-Hubert Metropolitan Airport,medium_airport,45.517502,-73.416901,CA,Canada,CA-QC,YHU
1769,CYHY,Hay River / Merlyn Carter Airport,medium_airport,60.8396987915,-115.782997131,CA,Canada,CA-NT,YHY
1770,CYHZ,Halifax / Stanfield International Airport,large_airport,44.8807983398,-63.5085983276,CA,Canada,CA-NS,YHZ
1771,CYIB,Atikokan Municipal Airport,medium_airport,48.773899,-91.638603,CA,Canada,CA-ON,YIB
1772,CYID,Digby / Annapolis Regional Airport,medium_airport,44.5458450365,-65.7854247093,CA,Canada,CA-NS,YDG
1773,CYIF,St Augustin Airport,medium_airport,51.2117,-58.658298,CA,Canada,CA-QC,YIF
1776,CYIV,Island Lake Airport,medium_airport,53.857200622558594,-94.65360260009766,CA,Canada,CA-MB,YIV
1778,CYJF,Fort Liard Airport,medium_airport,60.2358016968,-123.46900177,CA,Canada,CA-NT,YJF
1780,CYJN,St Jean Airport,medium_airport,45.29439926147461,-73.28109741210938,CA,Canada,CA-QC,YJN
1783,CYJT,Stephenville Dymond International Airport,medium_airport,48.54339,-58.552892,CA,Canada,CA-NL,YJT
1784,CYKA,Kamloops John Moose Fulton Field Regional Airport,medium_airport,50.703038,-120.448641,CA,Canada,CA-BC,YKA
1787,CYKF,Region of Waterloo International Airport,medium_airport,43.4608,-80.378601,CA,Canada,CA-ON,YKF
1789,CYKJ,Key Lake Airport,medium_airport,57.256099700927734,-105.61799621582033,CA,Canada,CA-SK,YKJ
1790,CYKL,Schefferville Airport,medium_airport,54.805301666259766,-66.8052978515625,CA,Canada,CA-QC,YKL
1793,CYKX,Kirkland Lake Airport,medium_airport,48.21030044555664,-79.98139953613281,CA,Canada,CA-ON,YKX
1794,CYKY,Kindersley Airport,medium_airport,51.5175018311,-109.180999756,CA,Canada,CA-SK,YKY
1799,CYLD,Chapleau Airport,medium_airport,47.81999969482422,-83.3467025756836,CA,Canada,CA-ON,YLD
1801,CYLJ,Meadow Lake Airport,medium_airport,54.125301361083984,-108.52300262451172,CA,Canada,CA-SK,YLJ
1803,CYLL,Lloydminster Airport,medium_airport,53.3092,-110.072998,CA,Canada,CA-AB,YLL
1805,CYLR,Leaf Rapids Airport,medium_airport,56.513301849365234,-99.98529815673828,CA,Canada,CA-MB,YLR
1806,CYLT,Alert Airport,medium_airport,82.517263,-62.283037,CA,Canada,CA-NU,YLT
1808,CYLW,Kelowna International Airport,large_airport,49.9561,-119.377998,CA,Canada,CA-BC,YLW
1809,CYMA,Mayo Airport,medium_airport,63.61640167236328,-135.8679962158203,CA,Canada,CA-YT,YMA
1810,CYME,Matane Airport,medium_airport,48.85689926147461,-67.45330047607422,CA,Canada,CA-QC,YME
1811,CYMG,Manitouwadge Airport,medium_airport,49.08390045166016,-85.86060333251953,CA,Canada,CA-ON,YMG
1813,CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,medium_airport,50.330299377441406,-105.55899810791016,CA,Canada,CA-SK,YMJ
1814,CYML,Charlevoix Airport,medium_airport,47.59749984741211,-70.2238998413086,CA,Canada,CA-QC,YML
1815,CYMM,Fort McMurray International Airport,medium_airport,56.653301,-111.222,CA,Canada,CA-AB,YMM
1816,CYMO,Moosonee Airport,medium_airport,51.29109954833984,-80.60780334472656,CA,Canada,CA-ON,YMO
1817,CYMT,Chapais Airport,medium_airport,49.77190017700195,-74.5280990600586,CA,Canada,CA-QC,YMT
1820,CYMX,Montreal Mirabel International Airport,medium_airport,45.679501,-74.038696,CA,Canada,CA-QC,YMX
1822,CYNA,Natashquan Airport,medium_airport,50.190114,-61.78898,CA,Canada,CA-QC,YNA
1824,CYND,Ottawa / Gatineau Airport,medium_airport,45.521702,-75.563599,CA,Canada,CA-QC,YND
1827,CYNJ,Langley Airport,medium_airport,49.1008,-122.630997,CA,Canada,CA-BC,YLY
1828,CYNL,Points North Landing Airport,medium_airport,58.27669906616211,-104.08200073242188,CA,Canada,CA-SK,YNL
1829,CYNM,Matagami Airport,medium_airport,49.76169967651367,-77.80280303955078,CA,Canada,CA-QC,YNM
1832,CYOA,Ekati Airport,medium_airport,64.6988983154,-110.614997864,CA,Canada,CA-NT,YOA
1834,CYOD,CFB Cold Lake,medium_airport,54.404998779296875,-110.27899932861328,CA,Canada,CA-AB,YOD
1836,CYOJ,High Level Airport,medium_airport,58.62139892578125,-117.16500091552734,CA,Canada,CA-AB,YOJ
1837,CYOO,Oshawa Executive Airport,medium_airport,43.922798,-78.894997,CA,Canada,CA-ON,YOO
1838,CYOP,Rainbow Lake Airport,medium_airport,58.491402,-119.407997,CA,Canada,CA-AB,YOP
1839,CYOS,Owen Sound / Billy Bishop Regional Airport,medium_airport,44.5903015137,-80.8375015259,CA,Canada,CA-ON,YOS
1840,CYOW,Ottawa Macdonald-Cartier International Airport,large_airport,45.322498,-75.669197,CA,Canada,CA-ON,YOW
1842,CYPA,Prince Albert Glass Field,medium_airport,53.2141990662,-105.672996521,CA,Canada,CA-SK,YPA
1844,CYPD,Port Hawkesbury Airport,medium_airport,45.6567001343,-61.3680992126,CA,Canada,CA-NS,YPS
1845,CYPE,Peace River Airport,medium_airport,56.226898,-117.446999,CA,Canada,CA-AB,YPE
1846,CYPG,Portage-la-Prairie / Southport Airport,medium_airport,49.903099,-98.273817,CA,Canada,CA-MB,YPG
1849,CYPL,Pickle Lake Airport,medium_airport,51.4463996887207,-90.21420288085938,CA,Canada,CA-ON,YPL
1851,CYPN,Port-Menier Airport,medium_airport,49.836399,-64.288597,CA,Canada,CA-QC,YPN
1854,CYPQ,Peterborough Regional Airport,medium_airport,44.232251,-78.362053,CA,Canada,CA-ON,YPQ
1855,CYPR,Prince Rupert Airport,medium_airport,54.2860984802,-130.445007324,CA,Canada,CA-BC,YPR
1859,CYPW,Powell River Airport,medium_airport,49.83420181274414,-124.5,CA,Canada,CA-BC,YPW
1860,CYPX,Puvirnituq Airport,medium_airport,60.050598,-77.286903,CA,Canada,CA-QC,YPX
1861,CYPY,Fort Chipewyan Airport,medium_airport,58.7672004699707,-111.11699676513672,CA,Canada,CA-AB,YPY
1862,CYPZ,Burns Lake Airport,medium_airport,54.3764,-125.950996,CA,Canada,CA-BC,YPZ
1863,CYQA,Muskoka Airport,medium_airport,44.975376,-79.306546,CA,Canada,CA-ON,YQA
1864,CYQB,Quebec Jean Lesage International Airport,large_airport,46.7911,-71.393303,CA,Canada,CA-QC,YQB
1865,CYQD,The Pas Airport,medium_airport,53.97140121459961,-101.09100341796876,CA,Canada,CA-MB,YQD
1866,CYQF,Red Deer Regional Airport,medium_airport,52.182201,-113.893997,CA,Canada,CA-AB,YQF
1867,CYQG,Windsor International Airport,medium_airport,42.2756,-82.955597,CA,Canada,CA-ON,YQG
1868,CYQH,Watson Lake Airport,medium_airport,60.116839,-128.821993,CA,Canada,CA-YT,YQH
1869,CYQI,Yarmouth Airport,medium_airport,43.826900482177734,-66.08809661865234,CA,Canada,CA-NS,YQI
1870,CYQK,Kenora Airport,medium_airport,49.788299560546875,-94.36309814453124,CA,Canada,CA-ON,YQK
1871,CYQL,Lethbridge County Airport,medium_airport,49.6302986145,-112.800003052,CA,Canada,CA-AB,YQL
1872,CYQM,Greater Moncton Roméo LeBlanc International Airport,medium_airport,46.113189,-64.67719,CA,Canada,CA-NB,YQM
1873,CYQN,Nakina Airport,medium_airport,50.18280029296875,-86.69640350341797,CA,Canada,CA-ON,YQN
1874,CYQQ,Comox Valley International Airport / CFB Comox,medium_airport,49.7108,-124.887001,CA,Canada,CA-BC,YQQ
1875,CYQR,Regina International Airport,medium_airport,50.431938,-104.660906,CA,Canada,CA-SK,YQR
1876,CYQS,St Thomas Municipal Airport,medium_airport,42.77000045776367,-81.11080169677734,CA,Canada,CA-ON,YQS
1877,CYQT,Thunder Bay International Airport,medium_airport,48.371899,-89.323898,CA,Canada,CA-ON,YQT
1878,CYQU,Grande Prairie Airport,medium_airport,55.1796989441,-118.885002136,CA,Canada,CA-AB,YQU
1879,CYQV,Yorkton Municipal Airport,medium_airport,51.26470184326172,-102.46199798583984,CA,Canada,CA-SK,YQV
1880,CYQW,North Battleford Airport,medium_airport,52.769409,-108.243742,CA,Canada,CA-SK,YQW
1881,CYQX,Gander International Airport,medium_airport,48.936258,-54.567719,CA,Canada,CA-NL,YQX
1882,CYQY,Sydney / J.A. Douglas McCurdy Airport,medium_airport,46.161072,-60.049759,CA,Canada,CA-NS,YQY
1883,CYQZ,Quesnel Airport,medium_airport,53.026100158691406,-122.51000213623048,CA,Canada,CA-BC,YQZ
1885,CYRB,Resolute Bay Airport,medium_airport,74.7169036865,-94.9693984985,CA,Canada,CA-NU,YRB
1887,CYRI,Rivière-du-Loup Airport,medium_airport,47.764400482177734,-69.58470153808594,CA,Canada,CA-QC,YRI
1888,CYRJ,Roberval Airport,medium_airport,48.519665,-72.265735,CA,Canada,CA-QC,YRJ
1889,CYRL,Red Lake Airport,medium_airport,51.066898345947266,-93.79309844970705,CA,Canada,CA-ON,YRL
1891,CYRO,Ottawa / Rockcliffe Airport,medium_airport,45.460496,-75.644001,CA,Canada,CA-ON,YRO
1893,CYRQ,Trois-Rivières Airport,medium_airport,46.35279846191406,-72.67939758300781,CA,Canada,CA-QC,YRQ
1895,CYRT,Rankin Inlet Airport,medium_airport,62.8114013672,-92.1157989502,CA,Canada,CA-NU,YRT
1896,CYRV,Revelstoke Airport,medium_airport,50.962245,-118.184258,CA,Canada,CA-BC,YRV
1897,CYSB,Sudbury Airport,medium_airport,46.625,-80.79889678955078,CA,Canada,CA-ON,YSB
1898,CYSC,Sherbrooke Airport,medium_airport,45.438599,-71.691399,CA,Canada,CA-QC,YSC
1901,CYSF,Stony Rapids Airport,medium_airport,59.250301361083984,-105.84100341796876,CA,Canada,CA-SK,YSF
1903,CYSH,Smiths Falls-Montague (Russ Beach) Airport,medium_airport,44.945801,-75.940598,CA,Canada,CA-ON,YSH
1904,CYSJ,Saint John Airport,medium_airport,45.31610107421875,-65.89029693603516,CA,Canada,CA-NB,YSJ
1906,CYSL,Saint-Léonard Airport,medium_airport,47.157097,-67.836242,CA,Canada,CA-NB,YSL
1907,CYSM,Fort Smith Airport,medium_airport,60.020302,-111.961998,CA,Canada,CA-NT,YSM
1908,CYSN,Niagara District Airport,medium_airport,43.191598,-79.171686,CA,Canada,CA-ON,YCM
1909,CYSP,Marathon Airport,medium_airport,48.75529861450195,-86.34439849853516,CA,Canada,CA-ON,YSP
1913,CYSU,Summerside Airport,medium_airport,46.440601,-63.833599,CA,Canada,CA-PE,YSU
1917,CYTA,Pembroke Airport,medium_airport,45.86439895629883,-77.25170135498047,CA,Canada,CA-ON,YTA
1919,CYTF,Alma Airport,medium_airport,48.5089,-71.641899,CA,Canada,CA-QC,YTF
1920,CYTH,Thompson Airport,medium_airport,55.80110168457031,-97.86419677734376,CA,Canada,CA-MB,YTH
1924,CYTR,CFB Trenton,medium_airport,44.118900299072266,-77.5280990600586,CA,Canada,CA-ON,YTR
1925,CYTS,Timmins/Victor M. Power,medium_airport,48.5696983337,-81.376701355,CA,Canada,CA-ON,YTS
1926,CYTZ,Billy Bishop Toronto City Airport,medium_airport,43.627852,-79.39553,CA,Canada,CA-ON,YTZ
1928,CYUL,Montreal / Pierre Elliott Trudeau International Airport,large_airport,45.467837,-73.742294,CA,Canada,CA-QC,YUL
1930,CYUX,Hall Beach Airport,medium_airport,68.7761,-81.2425,CA,Canada,CA-NU,YUX
1931,CYUY,Rouyn Noranda Airport,medium_airport,48.20610046386719,-78.83560180664062,CA,Canada,CA-QC,YUY
1932,CYVB,Bonaventure Airport,medium_airport,48.071098,-65.460297,CA,Canada,CA-QC,YVB
1933,CYVC,La Ronge Airport,medium_airport,55.1514015198,-105.262001038,CA,Canada,CA-SK,YVC
1936,CYVK,Vernon Regional Airport,medium_airport,50.246163,-119.330963,CA,Canada,CA-BC,YVE
1938,CYVO,Val-d'Or Airport,medium_airport,48.0532989502,-77.7827987671,CA,Canada,CA-QC,YVO
1939,CYVP,Kuujjuaq Airport,medium_airport,58.096099853515625,-68.4269027709961,CA,Canada,CA-QC,YVP
1940,CYVQ,Norman Wells Airport,medium_airport,65.28160095214844,-126.7979965209961,CA,Canada,CA-NT,YVQ
1941,CYVR,Vancouver International Airport,large_airport,49.193901,-123.183998,CA,Canada,CA-BC,YVR
1943,CYVV,Wiarton Airport,medium_airport,44.7458,-81.107201,CA,Canada,CA-ON,YVV
1946,CYWG,Winnipeg / James Armstrong Richardson International Airport,large_airport,49.909999847399995,-97.2398986816,CA,Canada,CA-MB,YWG
1949,CYWK,Wabush Airport,medium_airport,52.92190170288086,-66.8644027709961,CA,Canada,CA-NL,YWK
1950,CYWL,Williams Lake Airport,medium_airport,52.1831016541,-122.054000854,CA,Canada,CA-BC,YWL
1954,CYWY,Wrigley Airport,medium_airport,63.20940017700195,-123.43699645996094,CA,Canada,CA-NT,YWY
1955,CYXC,Cranbrook/Canadian Rockies International Airport,medium_airport,49.610802,-115.781998,CA,Canada,CA-BC,YXC
1957,CYXE,Saskatoon John G. Diefenbaker International Airport,large_airport,52.170723,-106.700793,CA,Canada,CA-SK,YXE
1958,CYXH,Medicine Hat Regional Airport,medium_airport,50.018902,-110.721001,CA,Canada,CA-AB,YXH
1959,CYXJ,Fort St John / North Peace Regional Airport,medium_airport,56.238098,-120.739998,CA,Canada,CA-BC,YXJ
1960,CYXK,Rimouski Airport,medium_airport,48.477644,-68.496323,CA,Canada,CA-QC,YXK
1961,CYXL,Sioux Lookout Airport,medium_airport,50.11389923095703,-91.9052963256836,CA,Canada,CA-ON,YXL
1964,CYXQ,Beaver Creek Airport,medium_airport,62.410301208496094,-140.86700439453125,CA,Canada,CA-YT,YXQ
1965,CYXR,Earlton (Timiskaming Regional) Airport,medium_airport,47.6974006546,-79.8473453522,CA,Canada,CA-ON,YXR
1966,CYXS,Prince George (International) Airport,medium_airport,53.884311,-122.666554,CA,Canada,CA-BC,YXS
1967,CYXT,Northwest Regional Airport Terrace-Kitimat,medium_airport,54.468498,-128.576009,CA,Canada,CA-BC,YXT
1968,CYXU,London International Airport,medium_airport,43.032845,-81.149003,CA,Canada,CA-ON,YXU
1969,CYXX,Abbotsford International Airport,medium_airport,49.025299,-122.361,CA,Canada,CA-BC,YXX
1970,CYXY,Whitehorse / Erik Nielsen International Airport,medium_airport,60.708533,-135.065705,CA,Canada,CA-YT,YXY
1971,CYXZ,Wawa Airport,medium_airport,47.96670150756836,-84.78669738769531,CA,Canada,CA-ON,YXZ
1972,CYYB,North Bay Jack Garland Airport,medium_airport,46.363602,-79.422798,CA,Canada,CA-ON,YYB
1973,CYYC,Calgary International Airport,large_airport,51.118822,-114.009933,CA,Canada,CA-AB,YYC
1974,CYYD,Smithers Airport,medium_airport,54.82469940185547,-127.18299865722656,CA,Canada,CA-BC,YYD
1975,CYYE,Fort Nelson Airport,medium_airport,58.8363990784,-122.597000122,CA,Canada,CA-BC,YYE
1976,CYYF,Penticton Airport,medium_airport,49.46310043334961,-119.60199737548828,CA,Canada,CA-BC,YYF
1977,CYYG,Charlottetown Airport,medium_airport,46.288911,-63.125174,CA,Canada,CA-PE,YYG
1979,CYYJ,Victoria International Airport,large_airport,48.647201,-123.427792,CA,Canada,CA-BC,YYJ
1980,CYYL,Lynn Lake Airport,medium_airport,56.86389923095703,-101.07599639892578,CA,Canada,CA-MB,YYL
1982,CYYN,Swift Current Airport,medium_airport,50.291900634799994,-107.691001892,CA,Canada,CA-SK,YYN
1984,CYYQ,Churchill Airport,medium_airport,58.739200592041016,-94.06500244140624,CA,Canada,CA-MB,YYQ
1985,CYYR,Goose Bay Airport,medium_airport,53.3191986084,-60.4258003235,CA,Canada,CA-NL,YYR
1986,CYYT,St. John's International Airport,large_airport,47.618599,-52.7519,CA,Canada,CA-NL,YYT
